city_slug,neighborhood_slug,full_price
isfahan,mahmoodiyeh-isfahan,3067.9545454545455
isfahan,mahmud-abad,2988.3333333333335
isfahan,malek,2692.0925925888887
isfahan,malekshahr,2793.9914381216686
isfahan,marchin,2114.939393939394
isfahan,mardavich,4669.925728900709
isfahan,marnan,3773.5970588705877
isfahan,mehr-abad,4876.464750956897
isfahan,miremad,3116.126126126126
isfahan,mobarake,1722.6864553922985
isfahan,modarres-isfahan,2525.5563114126985
isfahan,mofatteh,3915.1248611
isfahan,mohammad-abad,2700.0
isfahan,mohammad-taher,1848.3678593220338
isfahan,monarjonban,3307.10648125
isfahan,moshtaghsevvom,4146.644620820106
isfahan,naqshe-jahan,2735.280303030303
isfahan,naser-khosro,930.6
isfahan,nasr-abad-isfahan,4543.069736337838
isfahan,nazband,2558.374999975
isfahan,nazhvan,5192.525336262023
isfahan,negarestan,3475.228971962617
isfahan,nourbaran,4365.3371319059825
isfahan,oman-samani,1199.4880952380952
isfahan,pa-ghalea,2236.543859649123
isfahan,paeen-darvazeh,4284.666666666667
isfahan,partman,1895.7942385740741
isfahan,pinart,1232.3333333333335
isfahan,pozveh,3155.4166666666665
isfahan,radan,1863.118165783069
isfahan,rahim-abad,2787.4401709358976
isfahan,raran,1730.5357142857142
isfahan,razmandegan,3574.3953556349206
isfahan,rehnan,2438.8179669030733
isfahan,resalat-isfahan,2712.126262656566
isfahan,roknodowleh,3957.5225225225226
isfahan,roshan-dasht,3241.861518392473
isfahan,saadat-abad-isfahan,4623.402121428571
isfahan,sadaf-isfahan,2491.950980392157
isfahan,sajjadieh-isfahan,4614.498910673203
isfahan,sanjavamareh,5750.0
isfahan,sattar,2454.375
isfahan,sepahan-lane,4146.296296296296
isfahan,sepahanshahr,2995.10583403518
isfahan,shafagh,3184.731812098214
isfahan,shahid-rajaee,2204.5911949685533
isfahan,shahishabad,3460.81592039801
isfahan,shahrak-elahiyeh,3445.8125
isfahan,shahrak-imam-hossein-isfahan,2593.0
isfahan,shahrak-kaveh,2912.0373842354165
isfahan,shahrak-kowsar,2512.906103286385
isfahan,shahrak-mahdieh,2130.0
isfahan,shahrak-milad,2956.596174863388
isfahan,shahrak-shahid-montazeri,4459.2307692307695
isfahan,shahrak-valiasr-isfahan,3779.2198912191143
isfahan,shahrak-zayandeh,2965.129943497175
isfahan,shahrestan,4661.083333333334
isfahan,shahreza,1978.3668524247314
isfahan,shahriyar-isfahan,4159.573594715026
isfahan,shahshahan,2447.3903290722224
isfahan,shahzyed,4257.070707070708
isfahan,sheykh-sadough,3547.1788059871797
isfahan,sheykh-yousef,3292.3076923076924
isfahan,sichan,4757.04954954955
isfahan,soffeh,4711.571428571428
isfahan,soltan-abad,2104.404761904762
isfahan,soodan,1298.6274509803923
isfahan,sudan-zeinabiyeh,1773.28125
isfahan,takht-foulad,3807.7283950617284
isfahan,talar,4250.37150574251
isfahan,tameh,3333.5
isfahan,tiran,2671.5067205170453
isfahan,toghchi,2614.6421188604654
isfahan,vahid-isfahan,3370.3756218905473
isfahan,valiasr-town,2079.641975308642
isfahan,veldan,2522.8680561875
isfahan,yazd-abad,2730.8726149797976
isfahan,zahran,5604.122383251208
isfahan,zarinshahr,2106.345419040453
isfahan,zavan,1836.6666666666667
isfahan,zeynabieh,1596.7564953258707
karaj,350-metri,1909.1993127147766
karaj,Baraghan,2998.0728199897117
karaj,abrisham,1794.9776574811754
karaj,ahadabad,1916.1904761904761
karaj,akbarabad,1153.46875
karaj,akhgarabad,1138.7028985507247
karaj,akhtarabad,1208.6507936507935
karaj,andishehnewcity,2000.7949456106392
karaj,aq-tappeh,1872.1096802924528
karaj,asadabad-karaj,2253.94
karaj,aseman-town,2910.565476190476
karaj,azadegan,2638.636115791878
karaj,azimieh,4438.491157492327
karaj,baghestan,2967.4254725105575
karaj,bahar-karaj,3166.197411003236
karaj,baharestan-industrial-town,2516.277777777778
karaj,banafsheh,3625.299920272526
karaj,chaharsad-dastgah-karaj,2579.1190476190477
karaj,chaman,4783.108974358975
karaj,dehghanvilla,2923.4145730296736
karaj,derakhti,3739.430894308943
karaj,dowlatabad-karaj,2447.016296266667
karaj,esfahaniha,2512.8397581247164
karaj,eslamabad,1737.7594202898551
karaj,ettehad,3127.1004172112675
karaj,gohardasht,3942.2277734231193
karaj,goldasht,2002.2160493796296
karaj,golestan-karaj,2674.2600483439714
karaj,golha,2320.298245614035
karaj,golshahr,2866.6419893937086
karaj,golshahrvila,2821.821104122991
karaj,haftetir-karaj,2718.663349915423
karaj,hesarak,1418.4578941339712
karaj,hosseinabad,1681.6404320361112
karaj,hyderabad,1117.4790699661617
karaj,jahan-nama,2637.980676327122
karaj,jahanshahr,3792.201989633999
karaj,kalak,1623.8333333333335
karaj,kalak-no,2121.495643722944
karaj,kamalshahr,2390.711188978972
karaj,karaj-no,1480.6036141651562
karaj,khorramdasht,994.2782891314924
karaj,kianmehr,2460.2985624174635
karaj,kuy-bahar,1865.2101449275362
karaj,kuy-emamiyeh,2293.331623931624
karaj,kuy-farhang,2270.938596491228
karaj,kuy-farhangian-karaj,2190.15625
karaj,kuy-mehr,3848.3293650767196
karaj,kuy-modarres-karaj,3205.194779116466
karaj,kuy-zanbaq,3184.8405600677506
karaj,mahmodabad,2395.576923076923
karaj,malard,2505.3770467836257
karaj,malekabad-karaj,1618.6938040498442
karaj,manzarieh,1632.964793772962
karaj,marlik,1150.534997173279
karaj,mehrshahr,3601.4190760140027
karaj,mehrshahr-2,4713.65897363184
karaj,mehrshahr-3,3871.1256490134992
karaj,mehrshahr-5,3292.440476190476
karaj,mehrshar-1,4967.982980691468
karaj,mehrvilla,3769.043258673254
karaj,mesbah,2210.3531353135318
karaj,meshkindasht,2078.7560270069125
karaj,north-kuy-karmandan,3771.5723270440253
karaj,owjtown,2197.146118721461
karaj,pishahangi,1298.9100064327486
karaj,raazi-town,2724.7619047619046
karaj,rajababad,2738.1642511594205
karaj,samandehi,2894.5815347210255
karaj,sassani,2224.9243467700257
karaj,shabanabad,1940.0081300813008
karaj,shahinvilla,2158.469710972269
karaj,shahrak-alborz,1641.9749103942652
karaj,shahrak-ali-ebn-abitaleb,4940.041666666667
karaj,shahrak-imam-reza,1165.97358834153
karaj,shahrak-nahal-va-bazr,4537.36
karaj,shahrak-ostadan,2646.388888888889
karaj,shahrak-sohrabiyeh,1505.1768707482995
karaj,shahrak-yas,2291.022222219608
karaj,shahrak-zafar,1600.0
karaj,shahrake-fahmideh,2391.0275719740744
karaj,shahriar-karaj,3126.3589946539682
karaj,south-kuy-karmandan,3035.7875457655678
karaj,taleqani-karaj,2887.1391941391944
karaj,vahdattown,2165.938640090796
karaj,valiasr-karaj,3122.9266055045873
lahijan,ahandan,1678.6
lahijan,bazkiya-gurab,3400.0
lahijan,enqelab-lahijan,4500.0
lahijan,fayyaz,3625.0
lahijan,golestan-lahijan,5078.571428571428
lahijan,kuy-e-azadegan,2847.6666666666665
lahijan,kuy-e-khazar,5093.333333333333
lahijan,layalestan,1610.0
lahijan,lil,4557.222222222222
lahijan,mehregan-lahijan,6100.0
lahijan,pardesar,9150.0
lahijan,qiyam,2750.0
lahijan,shaqayeq,3400.0
lahijan,sheykh-zahid,9150.0
lahijan,shishegaran,1466.6666666666667
lahijan,taleqani,3300.0
lahijan,yusef-abad,1950.0
mashhad,10-day,3306.6285714285714
mashhad,17shahrivar,3239.3020715627117
mashhad,Kuy-e-Seyyedi,1319.515708953398
mashhad,Shahrak-e-Shirin,1764.2424242424242
mashhad,Shahrak-e-Taleqani,2445.021276595745
mashhad,abbas-abad-mashhad,1041.4880952380952
mashhad,abdolmotalleb,1710.3979393184313
mashhad,abkuh,3019.854807361963
mashhad,aboutaleb,1663.267576255263
mashhad,abouzar-mashhad,1774.4751780141846
mashhad,adlekhomeinisquare,3464.2332543723405
mashhad,ahmadabad,4485.862247124518
mashhad,amel,1890.412429378531
mashhad,amirabad-mashhad,2557.916666666667
mashhad,amiriyeh-mashhad,2156.879654990328
mashhad,ansar-mashhad,1977.6666666666667
mashhad,arvand,816.9565217391304
mashhad,asgariyeh,2524.339743589743
mashhad,ayatollah-ebadi,1869.8787996751826
mashhad,ayatollah-khamenei,4940.022485714285
mashhad,azadshahr,3855.412536496793
mashhad,baharan-mashhad,2014.891304347826
mashhad,baharestan-mashhad,1013.8076923076923
mashhad,bahman,1053.2279449444443
mashhad,bahonar-mashhad,2399.109161789474
mashhad,balal,1262.321790109756
mashhad,barqsquare,4394.677640530865
mashhad,beheshti-mashhad,3071.511855477941
mashhad,bolvartoos,1125.582420417327
mashhad,chahnou,1884.2063492063494
mashhad,charbagh,5786.666666666666
mashhad,danesh,3886.2139913333326
mashhad,daneshjoo,3197.4856857933332
mashhad,dehnavi,1230.909090909091
mashhad,eastgaz,1638.0276878640777
mashhad,eidgah,4815.933333333333
mashhad,elahiyehblvd,2803.7754205060123
mashhad,emamkhomeini,3750.7897209985317
mashhad,emamreza,4942.398691332
mashhad,enqelab-mashhad,1407.966903070922
mashhad,eqbal,3131.866052142003
mashhad,ershad,3478.355721393035
mashhad,fadak-mashhad,1380.8465608465608
mashhad,falakehzed,3686.8777777777777
mashhad,faramarzabbasi,3334.7649725512347
mashhad,fareqoltahsilan,3243.8941968502677
mashhad,farhang,4239.5896132313355
mashhad,fatemiye,1745.8320986666665
mashhad,felestin,4059.076923076923
mashhad,ferdowsi-university-of-mashhad,4290.729166666667
mashhad,ghasemabad,2007.9955770837662
mashhad,ghoochan,2159.5689131092895
mashhad,goharshad,3202.222222222222
mashhad,golshour,1707.5
mashhad,haftetir,3290.865837680192
mashhad,hashemieh,3173.010099183773
mashhad,hojjat,842.1856540126582
mashhad,holyshrine,4694.724646071553
mashhad,honarestan,3241.8553362798057
mashhad,hoseynabad,2866.7338880558004
mashhad,iman,2879.920634920635
mashhad,isar,1441.0843373493976
mashhad,isargaran,1224.0486772482993
mashhad,ivan,916.6666666666667
mashhad,jahedshahr,2465.43001186121
mashhad,janbaz,2460.9761485896624
mashhad,jannat,3001.3118279569894
mashhad,karmandan-e-aval,2371.923076923077
mashhad,karmandan-e-dovom,3163.3333333333335
mashhad,kashmar,1668.650247750552
mashhad,keshavaz,1266.936375281772
mashhad,khaje-rabi,1366.1719841748072
mashhad,kolahdouz,2944.545488440716
mashhad,koohsangi,4011.2567743333334
mashhad,koushesh,3695.4012944983815
mashhad,kuy-e-agha-mostafa-khomeini,1457.3777777733333
mashhad,kuy-e-amiralmomenin,1880.6565837969454
mashhad,kuy-e-amiralmonmenin,2175.9333333333334
mashhad,kuy-e-bala-khiaban,3666.7283950617284
mashhad,kuy-e-daravey,841.7721518987341
mashhad,kuy-e-karagaran,1983.5185185185187
mashhad,kuy-e-kowsar,3661.8138678342802
mashhad,kuy-e-mahdi,1739.8003229961241
mashhad,kuy-e-nane-razavi,1383.3518517051282
mashhad,kuy-e-paein-khiaban,4717.69696969697
mashhad,kuy-e-panj-tan,1009.345998791019
mashhad,kuy-e-police,1278.5777777777776
mashhad,kuy-e-raddeh,1098.6401515151515
mashhad,kuy-e-sarafrazan,1729.7836147592245
mashhad,mahdiabad,776.0584144152047
mashhad,majd,2999.993306558233
mashhad,malek-abad-garden,5208.27613475188
mashhad,mashhad-hashemi-nejad-international-airport,2337.5
mashhad,mashhad-international-exhibition,1632.7272727272727
mashhad,mehrabad,1464.786910196347
mashhad,mohammadabad,2102.2340425531916
mashhad,mooud,1001.8840579710144
mashhad,moqadam-mashhad,2582.6535243548387
mashhad,mosalla,2523.8372549019605
mashhad,mousavighoochani,2350.2226478908046
mashhad,neyzeh,1340.8333333333335
mashhad,nofellowshatow,3577.982456140351
mashhad,noghan,3419.2047928039215
mashhad,north-shahid-mottahari,2194.0359046942676
mashhad,north-tabars,917.5971203895994
mashhad,onsori,4056.818929935185
mashhad,panj-tan-al-e-abba,991.4979797979797
mashhad,pardis-mashhad,2319.563921473118
mashhad,parvin-etesami,2778.072390570707
mashhad,poursina,978.1641791044776
mashhad,rahahan,2766.711469532258
mashhad,rahnamaei,3259.658045977011
mashhad,rajaee,1017.7605147358757
mashhad,resalat-mashhad,969.8084826487456
mashhad,rezaieyeh,2672.6137566137563
mashhad,rezashahr,3953.788105902685
mashhad,robat-e-Toroq,2145.1428571428573
mashhad,sadaf,2470.74742491716
mashhad,sadi,2273.624924918919
mashhad,sadjadshahr,5218.310999938608
mashhad,sajadieh,2465.8695652173915
mashhad,salam,3123.6111111111113
mashhad,samarghand,2224.7368421052633
mashhad,samen,1887.275132142857
mashhad,sanabad,2808.2437553604655
mashhad,sattari,2588.4538554644805
mashhad,sayyadshirazi,2729.238242686362
mashhad,sepad,1530.3882575757575
mashhad,shafa,1520.2136752136753
mashhad,shahid-avini-mashhad,1176.9445925333332
mashhad,shahid-honarvar,1920.6379985625001
mashhad,shahid-maqoul,1131.0416666666667
mashhad,shahid-qorbani,918.6580086580087
mashhad,shahrak-e-abuzar,2261.904761904762
mashhad,shahrak-e-chahar-cheshmeh,2970.9897435897437
mashhad,shahrak-e-hashmenizhad,3879.5348837209303
mashhad,shahrak-e-niru-ye-havayi,3089.295918367347
mashhad,shahrara-mashhad,2350.714285714286
mashhad,shiroudi,2121.670054901961
mashhad,sis-abad,825.1163785674074
mashhad,southmotahhari,3072.8644879725493
mashhad,tabarsi,1788.9585624851484
mashhad,telgerd,1118.8050314465409
mashhad,tollab,1999.5648886497954
mashhad,torbatheydarieh,1498.8078920031155
mashhad,toroq,1441.3146277171718
mashhad,vahid-mashhad,1131.1887693548388
mashhad,vakilabad,3701.758898638925
mashhad,valiasr-mashhad,1509.2546295104166
qom,15khordad,2547.5114132568515
qom,Salarieh,4963.998733447323
qom,amin,2333.174699745814
qom,ammareyaser,2367.0415977961434
qom,ansar,1785.7892720287355
qom,attaran,4074.584929689655
qom,azadegan-qom,2539.5639145810183
qom,azar,1948.0686895000001
qom,bajak,3334.6238697683334
qom,beheshti,1452.1967592569445
qom,bonyad,3818.6621071719696
qom,danial,2180.374897037037
qom,dourshahr,4358.455284552845
qom,emam,1897.759181817137
qom,emamzadehebrahim,1311.4321407652583
qom,enqelab-ghom,2561.635802415459
qom,ensejam,3530.014732493333
qom,golzar,3095.1724137931033
qom,haftetir-ghom,1506.219135402778
qom,haram,3520.6821305546873
qom,honarestan-ghom,3213.8101278888894
qom,jomhoori,3277.65169628084
qom,kalhori,2013.5215292189189
qom,kashani,1305.2162162132133
qom,keyvanfar,1318.4355996666668
qom,modarres,1599.247024093795
qom,pardisan-ghom,1788.9101823753222
qom,payamenoor,2566.4260566796115
qom,police,2013.3351400162603
qom,qods,4376.336756344332
qom,safaeieh,2381.993596983051
qom,safashahr,2560.2055555530305
qom,somayyeh,3364.326241134752
qom,tohid-ghom,1148.3216032049668
qom,yazdanshahr,2214.2929292929293
qom,zanbilabad,3426.4389168514135
rasht,ali-abad,3027.8008229629627
rasht,amin-zarb,2882.8726287235772
rasht,ansari,3106.0810457516336
rasht,bagher-abad,2890.0
rasht,balakuyh,8500.0
rasht,bousaar,2736.396464712121
rasht,charrah-golsaar,3124.1858839591196
rasht,cheleh-khaneh,3252.2
rasht,chomaar-saraa,2297.6713615023473
rasht,dabaghian,5200.0
rasht,deylaman-rasht,6201.123076923077
rasht,diyanati,1852.7937853107344
rasht,dokhaniyat,1550.0
rasht,esmaeil-abad,2323.4304290734212
rasht,esteghamat,2190.9577294673913
rasht,eynak,1792.559919468116
rasht,gaaz,2047.1550483365181
rasht,ghasemiyeh,2663.3333333333335
rasht,gholipour,2714.4701195219122
rasht,gilan-blvd,3936.145513594843
rasht,golbagh-namaz,2997.7886842105263
rasht,golsaar,4239.712791093024
rasht,golzaran,2200.0
rasht,haaji-abad,2989.4008712352943
rasht,hafez-abad,1998.4444444444446
rasht,hamidiyan,1363.1765466480447
rasht,hosein-abad,2862.3252816376807
rasht,hume-rasht,900.0
rasht,jamaran-rasht,1850.0
rasht,janbazan-rasht,220.0
rasht,jihad,4700.0
rasht,kaktus,6800.0
rasht,kouye-hoseini,1717.6171232792792
rasht,kuy-bayani,5300.0
rasht,kuy-erfan,4000.0
rasht,kuy-qlam-niya,3207.5
rasht,lakan,2108.3333333333335
rasht,lakani,2830.728042326984
rasht,maaloolin,1426.2062791015453
rasht,manzariyeh,3168.2334455497835
rasht,moalem,3622.5855113958332
rasht,mofateh,1375.4477255771812
rasht,namjoo,9150.0
rasht,navaab,3031.1309523809527
rasht,nazari,1611.3734752495009
rasht,nikmaraam,2847.159979398148
rasht,nikmaram,6900.0
rasht,niroo-daryaee,1559.3762376237623
rasht,ostad-saraa,3450.8176100628934
rasht,park-e-shahr,3744.896794871795
rasht,pir-kola-chay,2121.109898107715
rasht,pirsaraa,3249.8290598290596
rasht,pol-e-aragh,2924.387755102041
rasht,pol-taleshan,1689.9698666995073
rasht,postak,4800.0
rasht,raazi,3096.969696969697
rasht,rasht-azadegan,2868.9722222166665
rasht,rasht-bazaar,3051.959876527778
rasht,rasht-emam-hossein,1610.844674800638
rasht,rasht-felestin,2252.16811201355
rasht,rasht-motahari,2537.622486745238
rasht,rasht-poursina,2752.3333333333335
rasht,rasht-rashtian,2725.1861211383875
rasht,rasht-resalat,1875.8333333333333
rasht,roudbari,2454.7189716601306
rasht,rudbartan,2100.0
rasht,saadi,2532.3109139784947
rasht,saam,2674.0104166666665
rasht,safari,416.6666666666667
rasht,saghari-sazaan,2234.5674703100776
rasht,shahrak-pardisan,2550.0
rasht,shahrak-sanaati,720.0
rasht,shahriyaran,2847.1759259259256
rasht,shalkou,2462.8282828282827
rasht,shohada,1989.1801242236024
rasht,sia-estalkh,1453.0989583333333
rasht,soleyman-daraab,1143.178240625
rasht,takhti,2733.662835249042
rasht,toushiba,2119.3682363222224
rasht,volox,3250.0
rasht,yakhsaazi,2188.2933333333335
shiraz,abiverdi,3549.416666666667
shiraz,abjavar,2086.3079560846563
shiraz,abunasr,2476.58381726597
shiraz,abyari,2772.998708007752
shiraz,afifabad,4092.0633333333335
shiraz,ahmad-abad,1931.3492063463204
shiraz,ahmadi,2701.9407185079363
shiraz,ali-abad-shiraz,1452.3024691296296
shiraz,amirkabirblvd,3518.553791883598
shiraz,arian-town,4359.601139600428
shiraz,atlasi,3636.4566959033077
shiraz,azadisq,3683.2432432432433
shiraz,bagh-e-takht,2505.2898550724635
shiraz,bala-kaft,2049.5897435897436
shiraz,banihashemi,1492.374947940075
shiraz,barbari-terminal,2371.5391747320264
shiraz,bazaar-shiraz,3144.4579124545457
shiraz,berijestoon,2323.2530864185183
shiraz,besat,3846.9175627240143
shiraz,bezin-town,4618.181818181818
shiraz,bonakdaran,3576.6666666666665
shiraz,chencheneh,5177.103825136612
shiraz,chogha,1862.1329217638888
shiraz,chogiah,4176.349205531746
shiraz,dabbagh-khaneh,1802.4333333333332
shiraz,darvazeh-isfahan,1719.5580375925924
shiraz,darvazeh-kazeroon,3203.695023088542
shiraz,dasht-chenaran,1962.888888888889
shiraz,dastkhezr,1766.9126984047618
shiraz,deh-pialeh,1521.8531784946238
shiraz,derki,3565.238024666666
shiraz,dinakan,4342.866666666667
shiraz,dokuhak,3003.4201787356324
shiraz,dowran,1829.6003894736841
shiraz,dozak,1988.3473249333335
shiraz,eastghoddusi,4674.722395779221
shiraz,edalatblvd,3134.1511727783336
shiraz,emam-hosein,1928.3816425072466
shiraz,eram-shiraz,4881.65565607049
shiraz,eshagh-beyg,2059.1666666666665
shiraz,eslahnejad,2950.494877862884
shiraz,fajr-town,3640.9259259166665
shiraz,farhangian-shiraz,3687.294218147963
shiraz,farhangshahr,4948.187083961941
shiraz,farzanegan,2797.5783389212124
shiraz,fazilatblvd,2757.8635802380954
shiraz,fazl-abad,3601.619565863388
shiraz,fergaz,2754.582287480257
